full_text,sentimen,kategori
"*Belajar Asyik Bersama Rumah Belajar*

#SahabatSekolahDasar, dalam rangka mengurangi terjadinya learning loss pada peserta didik akibat dari Pandemi Covid-19, Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi melalui Direktorat Sekolah Dasar bekerja sama dengan • https://t.co/RODAVDUMnf",positif,Control 
@hafizraashid Okay kita belajar dari Covid survivor. Hg dlu fully kt rumah ke,negatif,Control 
"Perkembangan Covid 19 di Tanah Datar Meningkat, Belajar Dari Rumah Diperpanjang. Kunjungi https://t.co/p4idmy6779 . #EYM #mbb #TanahDatar https://t.co/3Z3P80kB2n",positif,Composure
"Dari covid ni lah kita belajar kalo rumah tempat paling nyaman,gak perlu pake masker kalo di rumah 😀😅",positif,Confidience
Sudah hampir dua tahun kegiatan belajar mengajar formal tak lagi dilakukan secara tatap muka. Pandemi COVID-19 memaksa siswa belajar dari rumah saja. #eLife  https://t.co/kh6PL47LtM,positif,Composure
KKN UMY Oprimalkan Program Belajar dari Rumah pada Masa Pandemi Covid-19 https://t.co/cn1h1RwmIG #beritajogja #jogja #jogjaistimewa https://t.co/Snp3pRhbgF,positif,Control 
"Electrizen...

Jangan sampai pandemi Covid-19 menyurutkan semangatmu dalam meraih cita-cita, ya. Meski di rumah aja, kita harus tetap produktif dan memaksimalkan potensi yang ada. Seperti Adik Alenka, yang tetap tekun belajar meski sekolah dari rumah aja. 
#HariAnakNasional2021 https://t.co/CRkXpZnUFd",positif,Control 
Sudah hampir 4 bulan kegiatan belajar tatap muka berubah menjadi kegiatan BDR (Belajar dari Rumah) sebagai usaha untuk mengurangi penyebaran virus COVID-19. https://t.co/mLSXfqLjn0,positif,Composure
"Penanganan Covid-19 butuh gotong royong setiap warga. Apakah sekitarmu sudah mengikuti anjuran pemerintah untuk Belajar dari Rumah, Sekolah dari Rumah dan Ibadah dari Rumah? #laporcovid https://t.co/mptvK7HrLb",positif,Control 
"Pandemi virus corona (COVID-19) membuat semua anak harus belajar dari rumah. 

Meskipun demikian, anak-anak tetap perlu didukung untuk tetap belajar walaupun sekolah ditutup. Salah satunya adalah mencari berbagai solusi terbaik untuk menjaga bumi dari pengaruh pemanasan global. https://t.co/WofWUtOuYa",negatif,Comitment
"Sebelum jadi epicenter Covid-19 di AS, NYC sudah memberlakukan kerja &amp; sekolah di rumah dari awal Maret. Dari sejak itu gue belajar utk adjust gimana beraktivitas bareng keluarga &amp; tetep #nyamandirumah https://t.co/i1lHOUQ2Mp",positif,Control 
"Yeay, mulai Senin para siswa bisa belajar dari rumah lewat TV! 👏

 #MasMenteri Nadiem Makarim menginisiasikan program ""Belajar dari Rumah"" bersama @TVRINasional utk mengatasi keterbatasan akses jaringan internet dan jg bahan pembelajaran daring selama wabah Covid-19
#dirumahaja https://t.co/Fx13km2lgN",negatif,Control 
"#SahabatPerpusnas,
Membaca menjadi pilihan banyak orang selama menjalani belajar dan bekerja dari rumah di tengah pandemi Covid-19. .

Lantas, bagaimana masyarakat bisa mendapatkan bahan bacaan legal tanpa harus meninggalkan rumah? iPusnas bisa menjadi pilihan. https://t.co/elmTPDMfjq",negatif,Control 
"Sebagai bentuk dukungan penuh terhadap kebijakan Pemerintah yang mengimbau masyarakat agar bekerja, belajar dan beribadah dari rumah guna menghambat penyebaran virus Corona (COVID-19), MRT Jakarta akan kembali melakukan perubahan kebijakan layanan... (1/3) https://t.co/kh4ajYLeOF",positif,Control 
Kebijakan Social Distancing dari pemerintah terkait COVID-19 membuat instansi pendidikan mengeluarkan kebijakan STH atau Study From Home (belajar dari rumah). https://t.co/X2Bgw6SPbv,positif,Control 
"Calon tuan rumah penyelenggaraan olimpiade musim dingin Beijing, akan melakukan berbagai langkah untuk mengantisipasi penyebaran Covid-19 di tengah penyenggelaraan olimpiade musim dingin Beijing tahun depan.beijing sudah belajar dari pengalaman Tokyo dalam menangani Covid-19",positif,Control 
"sebagian org yg gue kenal dan udah pernah covid kok gue liat malah gak belajar dari kesalahan ya, i mean sebelumnya mereka itu sering nongkrong, keluar rumah mulu, jajan di luar dan pas kena covid lgsg blg ""stay safe ya kalian, covid itu ada""",positif,Control 
"Dari covid, kita jadi ga ada semangat buat belajar dan lain lain rasanya kalau gak bosen ya jenuh. Kayak ""ngapain sih belajar orang di rumah"" Covid jahat banget. Yang dulunya ointer sekarang jadi nurun gara gara covid",positif,Composure
"Electrizen, jangan sampai pandemi Covid-19 menyurutkan semangatmu dalam meraih cita-cita, ya. Meski di rumah aja, kita harus tetap produktif dan memaksimalkan potensi yang ada. Seperti Adik Alenka, yang tetap tekun belajar meski sekolah dari rumah aja. https://t.co/bnIEhSwMoO",positif,Control 
"@bertanyarl Aaa kangen banget eskul😭 semenjak covid, eskul juga diberhentiin dari sekolah. Rasanya cape banget sekarang, belajar doang di rumah. Dulu kalo abis pulang ngumpul buat eskul 😭KANGEN BANGETTT😭",negatif,Composure
"Banyak anak yang mengalami masalah pengasuhan karena orang tuanya positif COVID-19, anak kurang kesempatan bermain dan belajar serta meningkatnya kasus kekerasan selama akibat diterapkannya kebijakan belajar dari rumah.",negatif,Composure
"Di saat adanya pandemi Covid-19 sekarang ini, jangan sampai anak-anak Indonesia menjadi putus harapan untuk menggapai cita-cita. Melainkan, kita harus memberikan semangat dalam belajar meskipun harus dari rumah saja. https://t.co/cWVlU0pFm5",positif,Composure
Presiden Jokowi berpesan agar seluruh anak di Indonesia tetap semangat belajar dari rumah di tengah pandemi Covid-19. #TempoNasional https://t.co/Bnn9VyFeIR,positif,Control 
"Anak-anak adalah masa depan bangsa. Perlindungan terhadap anak adalah tugas penting semua pihak. Ditengah pandemi Covid-19, jangan sampai anak-anak Indonesia putus asa karena keterbatasan berekspresi dan belajar. Sebab itu jaga semangat mereka, meskipun harus dari rumah saja. https://t.co/eVhySwuDS0",positif,Composure
"[HARI ANAK NASIONAL]

Selamat Hari Anak Nasional!

Ditengah pandemi Covid-19 seperti sekarang ini, jangan sampai anak-anak Indonesia menjadi putus asa. Melainkan mereka tetap semangat dalam belajar meskipun harus dari rumah saja.

#HariAnakNasional
#HMTL2021
#KabinetUdagana https://t.co/kBfXYQFYfA",negatif,Control 
"Selamat Hari Anak Nasional 2021 untuk seluruh anak hebat di Indonesia. ""Anak Terlindungi, Indonesia Maju""
Lebih dari 70 juta anak di Indonesia merasakan dampak pandemi Covid-19, mereka tdk bebas bermain dan sebagian harus belajar dari rumah. Mari kita lindungi anak anak Indonesia https://t.co/4UT3cjvV1F",positif,Control 
"Selamat Hari Anak Nasional 2021 untuk seluruh anak hebat di Indonesia.

Lebih dari 70 juta anak Indonesia merasakan dampak pandemi Covid-19, mereka tidak bebas bermain dan sebagian harus belajar dari rumah. Bersama kita lindungi dan berikan cinta kasih pada anak.

#MNCNetworks https://t.co/fNJ87hR3qf",positif,Control 
Muhammad Iqbal Hasan Az Kadin Saya siswa MI AT-TAUFIQ Siap belajar dari rumah dengan semangat... smoga pandemi Virus covid-19 alias corona segera berakhir Aamiin https://t.co/gyo58HFhru,positif,Control 
"Belajar dari rumah, sebuah tameng yg dipakai untuk menahan tuduhan bahwa selama covid-19 sistem pendidikan vakum",positif,Composure
"belajar riset itu pentingnya bisa diaplikasikan ke pola pikir sehari hari. ngerti apa yang bisa digeneralisasi, apa ada variabel lain yang pengaruhnya lebih besar yang bikin hal tampak terbalik dari semestinya? 
orang di rumah isolasi diri sendirian telanjang juga ga kena covid.",negatif,Control 
"Kasus Covid-19 Meningkat, Unsrat Terapkan Belajar dari Rumah https://t.co/lQ4OY79XpU",negatif,Composure
"Hai sobat Mahasiswa 👋🏻
Beberapa bulan ini pandemi ini sedang meningkat dan peraturan PPKM diterapkan oleh pemerintah guna mengurangi angka penyebaran COVID-19
Mimin sedih sih karena belakangan ini kita semua belajar dari rumah (via online)
Yuk liat pendapat Mahasiswa STIF Syeikh https://t.co/vygqSUd9P2",negatif,Composure
"[BANTUAN KUOTA PENDIDIKAN MAHASISWA 2021]

Halo nutrilicious!
Ada kabar gembira nihh 😊
Bantuan kuota internet hadir kembali lohh!

Bantuan kuota data internet diberikan kepada mahasiswa dengan tujuan untuk menunjang pelaksanaan belajar dari rumah pada masa pandemi COVID-19. https://t.co/YkKljsslWp",negatif,Composure
"PENDAPATAN RUMAH TANGGA DIBANDING SEBELUM COVID-19
Mayoritas 69%, merasa pendapatan sekarang ini turun dibanding sebelum adanya imbauan pemerintah bekerja dan belajar dari rumah. Dari yang turun, 74.9% mengalami sangat banyak/cukup banyak penurunan pendapatan rumah tangganya. https://t.co/OrmE0xcazF",positif,Composure
"Aku takut betul nak keluar rumah sejak balik dari Teluk Intan beberapa bulan lepas. Aku takut sebab kalo kena covid nanti kena tangguh lagi belajar. Tp harini aku betul2 rasa nak keluar, nak hirup udara selain dari udara rumah. Rasa mcm sesak nafas duduk tempat sama lama sgt 😩",positif,Composure
"Sumber : Octavia, J. R., Hartono, M., &amp; dkk. (2020). Panduan Ergonomi ""Learning From Home"". Perhimpunan Ergonomi Indonesia.
Prasetyaningtyas, S. (n.d.). Pelaksanaan Belajar Dari Rumah (BDR) Secara Online Selama Darurat Covid-19 di SMP N 1 Semin. Jurnal Karya Ilmiah Guru, Vol 5.",positif,Control 
"JANGAN NGEYEL.. 

Belajar dari pengalaman Idul Fitri kemarin dan MELANGGAR UNTUK TIDAK MUDIK, akhirnya lonjakan Covid-19 terjadi. Untuk Idul Adha kali ini pemerintah juga menghimbau Sholat Idul Adha di rumah dan TIDAK MUDIK. 

@jokowi Lawan Pandemi

 https://t.co/AOusOrDDRn",negatif,Control 
"@ataraxia_tbz ohh uitm punya , sama tak apa yang korang belajar dalam course ni ? 😅 and time covid ni , untuk pelajar baharu kena masuk kampus tak ? atau belajar dari rumah ? sebab saya dari Sabah and tu kat Johor 😅😅 sorry banyak tanya ^^",positif,Composure
"Sdh hampir setahun kampanye nyata anti Covid-19 sudah dimana mana, bahkan sdh sampai ke rumah sakit oleh aktivis, tapi msh ada org #dungu tdk mau belajar dari sana msh saja percaya ttg beginian dasar #Tolol https://t.co/yasN5UHE0Z",positif,Composure
"#SahabatBaikHati
 Sukseskan Vaksinasi Covid-19 untuk 15.000 pelajar SMP dan 15.000 pelajar SMA di 14 provinsi daerah episentrum, serta program vaksinasi dari rumah ke rumah bagi 19.000 warga masyarakat.
Salam Sehat Salam Merdeka Belajar https://t.co/IhZMFgJmNi",positif,Control 
"Karena pandemi covid masih belum terkendali, kaka de masih belajar dari rumah. Sekolahnya lokasinya di Kebagusan Jakarta Selatan dan belajarnya dari Megamendung Bogor

#schoolfromhome @ Cipendawa Farmers https://t.co/3FwzfrAl3U",positif,Composure
"@detikcom Warga +62, dilarang lewat tol yaa jalan arteri, kalo perlu jalan tikus pun di jalanin. Demi Looooooong weekend Idul Adha. 
Nanti pulang balik ke rumah bawa covid dahh. 
Belajar dong dari liburan Idul Fitri kemarin.. 
Gak kepengen apah, Indonesia bebas covid dan tidak bermasker https://t.co/BHI6VuNIGn",negatif,Composure
"Lo di suruh di rumah, lo bilang pemerintah jahat.
Lo kena covid, lo salahin pemerintah.
Padahal lo sendiri yang keluyuran, haha hihi ngopi cantik sambil mengeluarkan fakta terbaru konspirasi pandemi dari Youtube atau sumber invalid.

Lo yang salah! Belajar ga nyalahin orang lain.",positif,Composure
Bangga sama nyokap ga pernah berhenti buat selalu belajar dan didik anaknya. Dari gw yg benci banget sama covid (soalnya peraturan rumah ketat bgt semenjak ada covid) sampe gw ada di mindset bisa menghargai orang lain dengan menjaga sikap diri sendiri.,positif,Composure
"Kita bisa belajar dari pandemi covid 19 bawasannya pandemi ini tidak membunuh manusia melainkan membunuh rasa kemanusiaan.

Tingkat ekonomi masyarakat kita beragam, tidak semua bisa untuk di suruh di rumah aja, tegas boleh, tapi yg solutif dong.",positif,Composure
"@aewin86 Percaya bahwa #JokowiAtasiPandemi karena selama ini beliau terus berusaha untuk mengatasi covid sejak tahun lalu sampai saat ini, dari mulai adanya lockdown sampai dengan vaksin kemudian PPKM darurat, pendirian rumah sakit darurat, dan masih banyak lagi. Beliau juga terus belajar",positif,Comitment
"Hari Pendidikan Nasional tahun ini jatuh pada Sabtu 2 Mei 2020 bertema “Belajar dari Covid-19” .

Tetap semangat Belajar di rumah, jaga jarak dan  berani berjuang melawan covid 19 ini, ini merupakan pelajaran utk kita semua. https://t.co/BcGIumO9z6",positif,Comitment
"Keluarga Besar Komunitas Generasi Muda NU Mengucapkan Selamat Hari Pendidikan Nasional, 2 Mei 2020

Tetap Semangat Meski Belajar Dari Rumah

Mari Belajar Menjaga Alam, Belajar Menjaga Kebersihan Lingkungan dan Belajar dari Covid-19

#Hardiknas2020
#GenerasiMudaNU https://t.co/OosaMFDJEZ",negatif,Comitment
"Hai #SobatKemensetneg, sbg upaya pencegahan terhadap perkembangan &amp; penyebaran covid-19, mari kita patuh utk tetap di rumah saja, termasuk belajar dari rumah. 

Belajar dari covid-19, belajar cara baru, belajar dari rumah ya. Sudah belajar apa saja dari rumah #SobatKemensetneg ? https://t.co/EeT7V6TO1I",positif,Comitment
"Hai #TemanPemilih, mari ttp semangat menambah ilmu selama #dirumahaja
Seperti kata Ki Hajar Dewantara,
“Dengan Ilmu kita menuju kemuliaan""
Setiap orang mnjdi guru, setiap rumah mnjdi sekolah, ""Belajar dari Covid-19"", Slmt Hari Pendidikan Nasional 2020
#Hardiknas2020
#KPUMelayani https://t.co/UnmG2GlpaE",negatif,Comitment
"[ARTICLE RELAY]

Salah satu kebijakan penting yang disampaikan Presiden Jokowi terkait mencegah penyebaran COVID-19 adalah dengan bekerja, belajar, dan berdoa dari rumah untuk menghindari kontak langsung dengan banyak orang. https://t.co/evSFUIcbS0",positif,Control 
Lembaga penyiaran publik @TVRINasional sebagai bagian dari media official Gugus Tugas Percepatan Penanganan COVID-19 akan menyiarkan program-program pendidikan dalam rangka mendukung upaya belajar dari rumah di tengah pandemi COVID-19 yang akan disiarkan mulai hari ini (13/4). https://t.co/2hKhNUSSNz,positif,Control 
"Buat yang punya adik/anak PAUD, SD bisa mengikuti belajar dari rumah melalui @TVRINasional mulai jam 08.00 Semoga ini membantu proses belajar anak/adik kita di tengah wabah covid-19 dengan belajar #dirumahsaja https://t.co/I4GZwxsPpA",positif,Control 
"Tugas kita bersama adalah untuk kembangkan minat baca buku, khususnya pada anak-anak.
Buat adik-adik yang sedang belajar dari rumah karena virus Covid-19 ini, Selamat Hari Buku Anak Sedunia, juga jangan lupa untuk rajin baca buku di rumah ya❤️📚📓 https://t.co/iy8cAhmk9J",positif,Comitment
Melihat perkembangan penyebaran dan ihktiar pencegahan Covid-19 kebijakan belajar dan bekerja dari rumah diperpanjang waktunya. Belajar di rumah diperpanjang sampai 11 April 2020. Bekerja di rumah diperpanjang sampai 14 April 2020. https://t.co/oV8THxEOEj,positif,Comitment
"#BeritaUnsyiah
Memberlakukan jam malam sementara di seluruh wilayah Aceh untuk mencegah keramaian hingga krisis COVID-19 berakhir. Memperpanjang masa belajar dari rumah bagi anak-anak sekolah dan perluasan masa bekerja dari rumah bagi pegawai pemerintah.
https://t.co/KHqMyif3qu https://t.co/kSd19QxMcb",positif,Comitment
"#SahabatBahari, mari bergabung dalam gerakan physical distancing atau jaga jarak fisik agar kita dijauhkan dari Covid-19. Gimana caranya? #dirumahaja dan kita bekerja, belajar dan beribadah dari rumah. Setuju?

#kkp #bersamalawancorona #PhysicalDistancing https://t.co/rpvBteYrk6",positif,Comitment
"Demi mencegah penyebaran Covid-19, para siswa telah ""belajar di rumah"". Di antara mereka, 8,3 juta siswa seharusnya mengikuti ujian nasional dari 106.000 satuan pendidikan di Tanah Air. 

Karena itulah, pemerintah memutuskan untuk meniadakan ujian nasional (UN) tahun 2020 https://t.co/leDC4dIwjG",positif,Comitment
"Work From Home, Cegah Penyebaran Corona COVID-19

Kita diminta sebisa mungkin tidak keluar rumah terkait penyebaran wabah Covid-19. 

""Saatnya kita kerja dari rumah, belajar dari rumah, ibadah di rumah,"" ujar @jokowi dalam konferensi pers di Istana Bogor, Minggu (15/3/2020) https://t.co/hFKHINM4ui",negatif,Comitment
"Terima kasih para dokter, perawat, paramedis dan seluruh jajaran rumah sakit, untuk kerja keras penuh dedikasi dalam melayani pasien Covid-19. 

Mari bantu mereka dengan belajar dari rumah, bekerja dari rumah, dan beribadah di rumah. Semoga kita semua tetap sehat dan prima. https://t.co/68AWyMk2C8",positif,Comitment
"Kami sudah menjalani tes deteksi Covid-19. Alhamdulillah, hasilnya negatif.

Mari, sama-sama mencegah penyebaran Covid-19 dengan belajar dari rumah, bekerja dari rumah, dan ibadah di rumah. https://t.co/OlFr5Be6ps",positif,Comitment
"Hai Sahabat Perempuan dan Anak, sesuai arahan Presiden RI @Jokowi masyarakat dihimbau untuk meminimalisasi dan mencegah penyebaran virus COVID-19 di Indonesia dengan mulai bekerja, belajar, dan ibadah dari rumah (#SocialDistancing ) atau menjaga jarak sosial. https://t.co/Sd50O7vY5I",positif,Comitment
"#SahabatKemhan, dalam konferensi pers mengenai perkembangan virus Covid-19 di Indonesia pada Minggu (15/3)  di Istana Bogor, Presiden Joko Widodo @jokowi menghimbau kepada seluruh masyarakat Indonesia untuk kerja dari rumah, belajar dari rumah, dan ibadah di rumah. https://t.co/ohKwiOUlwZ",positif,Comitment
"Sebagai upaya melindungi dan menjaga warga dari risiko penularan #COVID19, semua jenjang sekolah di DKI Jakarta ditutup mulai 16-28 Maret 2020, dan para pelajar dapat belajar di rumah, dengan pembelajaran jarak jauh.⁣
⁣
#JakartaTanggapCorona #DKIJakarta  #COVID_19 #Jaki https://t.co/Oq5FkVCLyY",negatif,Composure
"Di masa pandemi Covid – 19 seperti sekarang ini, yang mana kampanye selalu di gaung – gaungkan tentang beraktivitas dirumah mulai dari belajar di rumah, bekerja di rumah dan beribadah di rumah. Sehingga untuk tetap dapat survive melangsungkan pemenuhan kebutuhan hidup",positif,Comitment
"Gegara Covid-19, Kembali Pelajar Paud Hingga SLTP se-Natuna Belajar dari Rumah https://t.co/BGRRsBXCyS lewat @kabarterkini.co.id https://t.co/M2SLTiJU36",positif,Comitment
"Terima kasih para dokter, perawat, paramedis dan seluruh jajaran rumah sakit, untuk kerja keras penuh dedikasi dalam melayani pasien Covid-19. 

Mari bantu mereka dengan belajar dari rumah, bekerja dari rumah, semoga pandemi cepat berlalu. #terimakasihnakes https://t.co/Su7NuSaIgu",positif,Control 
"Kegiatan belajar dari rumah terhitung mulai tanggal 12-24 Juli 2021 dan akan dievaluasi dengan memperhatikan situasi, kondisi, dan status wilayah penyebaran COVID-19. #publisherstory https://t.co/HHr1NaES1m",positif,Comitment
"Belajar Lagi dari China, Rumah Sakit Darurat Covid-19 - https://t.co/ofvIXDZuaV https://t.co/NhfG6FAPXQ",positif,Comitment
"Malam tadi ada org tanya, Raby still cod UniKL RCMP ke tak. Buat masa ni, Raby tak COD kat sana tau, sebab ada kat kampung. Belajar online dari rumah je 😭

Sama² la kita doa supaya covid, pkp ni semua habis cepat. Nak balik sana balik 😭 https://t.co/2FqrkanqGE",positif,Comitment
Banyak la benda aku belajar dari zoom tadi. Covid bukan benda main2 okay guys? Please take care everyone. Selagi boleh duduk rumah duduk jela. Biar bosan skrg jgn menyesal nanti. 😌,positif,Confidience
"Disaat Indonesia darurat Covid dan siswa harus belajar dari rumah,kami guru malah mendapat perlakuan tdk baik dari pemimpin kami,SK Honorer diberhentikan dan dilarang lagi mengajar,Hanya krn PILKADA,apa kami sdh kehilangan Hak Dalam Memilih pemimpin😭#saveguruhonorer",positif,Composure
"Kalau masuk tahun kedua covid kita masih lagi bercerita siapa patut berkuasa, tak mustahil kita boleh masuk fasa kemarau panjang seperti yang disebut ad-dukhan.
Dah bolehlah simpan basikal setiap rumah.
Belajar berkebun dari sekarang. Duit ada tapi takleh beli apa2 pun x guna kan",positif,Composure
"Belajar dari penanganan pandemi di Wuhan, Pemerintah Tiongkok bergerak cepat bangun infrastruktur rumah sakit untuk pasien Covid-19. Indonesia pasti bisa, dengan meningkatkan fasilitas kesehatan, perbanyak rumah isoman &amp; kebutuhan oksigen dll.

#BakomstraDemokrat https://t.co/c4HpwIDjjB",positif,Confidience
"Karena kasus COVID-19 yang melonjak, sekolah tatap muka akhirnya dibatalkan dan siswa kembali belajar online.

Eits tapi jangan sedih dulu, ada tips nih buat kalian yang suka merasa bosan belajar dari rumah alias belajar online.",positif,Confidience
"10 Tips Membuka Toko Buku dan Alat Tulis | 

Kondisi perekonomian cukup terguncang sejak Covid-19 terjadi. Akibat pandemi ini juga, seluruh kegiatan masyarakat menjadi terhambat. Contohnya saja anak sekolah yang sampai saat ini harus belajar dari rumah untuk mengurangi https://t.co/VY7UitecFL",positif,Composure
"@ManPin @SJM1M @Bossbm17 @razmanrahim @MuhyiddinYassin @chedetofficial @TSMusaHassan @SPRMMalaysia @kpm @NikYahya2 @HamdanRukun @isacjohore @razlanrafii @zukiAli_ @jpagov @RadziJidin @YasminMahmood88 @mymdec It's imperative the public is informed during this ""Covid belajar di rumah"" berapa billions sudah dibayar dari RM4b project provision/contract. RM700K? RM1b or RM4b? Note book delivered 100%? @SPRMMalaysia @KemPendidikan @RadziJidin @MOFmalaysia @tzafrul_aziz @RameshRaoAKS",negatif,Composure
"[UJIAN AHKIR SEMESTER]
.
5-17 Juli 2021
.
Haiii sobat els🙌 ga kerasa ya udah UAS aja, gimana nih persiapannya udah belajar kan?? walaupun masih online tetap semangatt yaa🔥Apalagi di pandemi ini, jaga kesehatan agar terhindar dari covid-19 tetap gunakan masker jika keluar rumah",negatif,Confidience
"Bagian kota Pati yg sepi...😁. Tapi syukur _Alhamdulillah_ , mulai berlakunya ppkm darurat bberapa hari ini, (untuk hari ini) tidak ada pesanan di toko kami u keperluan jenazah covid dari umum maupun dr rumah sakit #Sedikit bernafas lega dan _Alhamdulillah_ bisa tidur siang....😂 https://t.co/3BkeGNrInQ",positif,Composure
@ArysaSyazwina @meleurr Kan dah masuk asrama. Tapi sebab covid semua belajar dari rumah,positif,Comitment
"@handajani10 @Hilmi28 @tariuntari96 Gue setuju bukan berarti gue kaum bipang, harusnya yg gak setuju belajar dari pengalaman tahun kemarin udah berapa banyak cluster rumah ibadah pas covid",positif,Comitment
"Di grup facebok banyak beredar screenshot seperti ini, pejabat publik loh yang ngomong. Ga belajar dari pejabat2 tahun lalu yang menyepelekan covid dan buat candaan di awal pandemi. Dan rakyatnya banyak yg setuju klo ke rumah sakit pasti dicovidkan @dr_koko28 @dayatia https://t.co/KzqyBxBaK4",positif,
"@Kemenparekraf Kegiatan dimasa pandemi covid ini bersama anak anak di rumah aja, membimbing anak belajar lewat media digital, tuk mengisi waktu membuat alas duduk dari bungkus kopi dgn anak. semoga covid ini cepat hilang Aminnn. #saatnyarekreasi
#kemenparekraf",positif,Confidience
"Rumah adalah istana.. 

Pandemi Covid seakan mengingatkan kita semua pd esensi sejati sebuah hunian aman damai bernama 'rumah', 'home'..

Maka kita sptnya diajak belajar lagi segala2nya ttg hidup dari rumah saja (lagi).. berdoa, belajar, bekerja, dll.

Enjoy your time.. 🙏 https://t.co/4g2Sh0h2yG",negatif,Composure
@detikcom rumah belajar agama untuk merusak atau jadi perusak? itu lah virus pemberontak terkadang lebih berbahaya dari covid?,positif,
"Cepat la habis covid nak juga belajar jauh² tak nak online,nak keluar dari rumah.",positif,Composure
"@tatriariesta @si_bobo Dari sini kita belajar, bahwa ketika udah memutuskan untuk pergi keluar rumah, keluar kota, atau kemana pun berarti kita sudah siap dengan resiko covid itu.",positif,Comitment
"Kebijakan bekerja dari rumah saja tak cukup untuk mencegah penularan Covid-19. Ini baru akan efektif jika setiap rumah mempunyai fasilitas bekerja dan belajar yang memadai, sarana hiburan, tetangga yang saling dukung. #Opini #AdadiKompas 

https://t.co/IfqpUA9h7Q",negatif,Control 
"Bagi saya anak-anak selalunya adalah cahaya kemajuan dan penentu masa depan bangsa. Meski saat ini anak-anak Indonesia harus belajar dari rumah karena situasi pandemi Covid 19, namun saya berharap motivasi belajar dan semangatnya untuk berprestasi tidak boleh berkurang. https://t.co/4IdmhiriYf",positif,Confidience
"Hi Tembangers!!! Yuk, yang tiap hari #DirumahAja, tonton live streaming Tembang Talk ""Belajar Dari Rumah Pada Kondisi Pandemik Covid-19"" https://t.co/2tEj6uExyK",negatif,Composure
"Pendidikan dalam masa darurat covid-19
Sesuai dengan anjuran dinas pendidikan, segala kegiatan yang berkaitan dengan pendidikan seperti UN, US, proses belajar dari rumah, dan PPDB mengikuti protokol untuk mencegah penyebaran covid-19
#pendidikanindonesia
#kkndriainbatusangkar https://t.co/gi42Arw9oC",positif,Comitment
"#sahabatpauddikmasdiy, Kemendikbud menerbitkan Surat Edaran Nomor 15 Tahun 2020 tentang Pedoman Penyelenggaraan Belajar Dari Rumah Dalam Masa Darurat Penyebaran Covid-19.

Yuk, simak informasinya pada grafis berikut! 😊👍

#UnggahUlang @Kemdikbud_RI https://t.co/3jzVvw7NtG",negatif,Composure
"#BHnasional #covid19: COVID-19: Yuran IPTS wajar kurang jika belajar dari rumah 

https://t.co/S5sy41wEYQ https://t.co/dpU9bixGE0",positif,Control 
Infografis: Pedoman Pelaksanaan Belajar dari Rumah Selama Darurat Bencana Covid-19 di Indonesia: Berikut ini adalah infografis Pedoman Pelaksanaan Belajar dari Rumah Selama Darurat Bencana Covid-19 di Indonesia berdasarkan Surat Edaran Sekretaris Jendral… https://t.co/0HADAsteB1 https://t.co/zZqM74dwzy,positif,Control 
"#InfoLombaUnsyiah
Yuk ikut lomba video pencegahan Covid-19 dengan tema 
""Belajar Asyik dari Rumah Terhindar Covid-19"" #unsyiahcegahcovid https://t.co/QKtB5Rai3W",positif,Confidience
"Radio Republik Indonesia (RRI) membuat program Belajar Bersama untuk mendukung program pemerintah belajar dari rumah dalam rangka memutus rantai penyebaran COVID-19.
Selain melalui radio, kalian juga bisa mendengarkan melalui aplikasi RRI Play Go.⁣⁣ https://t.co/fEeHwRqjjk",positif,Comitment
"SELAMAT HARI PENDIDIKAN NASIONAL

Pendidikan dapat muncul dari mana saja. Dan sekarang saatnya bagi kita ‘Belajar dari Covid-19’.⁣

Semangat belajar,
kita tengah diuji agar tidak redup meski diterpa pandemi. Belajar dari mana saja, bahkan dari rumah.

#Hardiknas
#PemkabBantul https://t.co/ER7BdKFy5c",negatif,Composure
#FAQ Kemendikbud tidak menetapkan batas waktu untuk belajar dari rumah. Lebih lanjut hal tersebut diatur oleh Dinas Pendidikan di daerah masing-masing mengingat kondisi terdampak Covid-19 antarsatu daerah dan daerah lainnya berbeda. Selengkapnya dalam edaran berikut ya kak :) https://t.co/FjAOBW3cQq,negatif,Composure
"*S U R A T -  E D A R A N*
Nomor : 004/HK.00.03/USAKTI/R/III/2020

 *TENTANG
PERPANJANGAN MASA BELAJAR DAN BEKERJA DARI RUMAH 
TERKAIT COVID-19* https://t.co/JcOJwGyT8D",negatif,Composure
"Jaga jarak minimum 1 meter dengan orang lain, tunda aktivitas di keramaian, belajar, dan bekerja dari rumah dapat turunkan kurva penularan COVID-19.

Bersama kita lawan penyebaran virus COVID-19. 

#MediaLawanCovid19 #AmanDiRumah https://t.co/ZpcgQX5w0t",negatif,Composure
"Di tengah penyebaran Virus Covid-19, TelkomGroup sebagai BUMN mengambil peran dalam menyediakan konektivitas dan layanan edukasi jarak jauh agar pelajar tetap dapat efektif belajar dari rumah. #IndonesiaberSATU #BUMNAtasiCorona https://t.co/WGxCUZL7A3",positif,Confidience
"Update situasi COVID-19 di Sumbar. Bukittinggi meliburkan kegiatan belajar selama 14 hari dari tingkat Paud sampai SMP serta Bimbel, Les dan MDA. Mohon kerjasamanya untuk anak anak agar tetap di rumah https://t.co/QhfY53c086",positif,Control 
